ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1803850	0.7932	0.65957349	0.445825	-59.351.583	0.1228083	54792144	TSPAN15	tetraspanin 15
ILMN_1797822	0.7932	0.659635	0.445739	-59.351.958	0.0676058	662236813	SEL1L3	SEL1L family member 3
ILMN_1774596	0.7934	0.6599072	-0.445357	-59.353.614	-0.0618763	325910878	BSCL2	BSCL2, seipin lipid droplet biogenesis associated
ILMN_1803813	0.7934	0.66005729	-0.445146	-59.354.526	-0.0524898	572877109	ASTE1	asteroid homolog 1 (Drosophila)
ILMN_1778144	0.7934	0.66009765	-0.44509	-59.354.772	-0.118748	209862795	SLC48A1	solute carrier family 48 member 1
ILMN_2065299	0.7934	0.66022627	-0.444909	-59.355.553	-0.0504216	163310724	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
ILMN_1770673	0.7934	0.66024874	-0.444878	-59.355.689	-0.0693551	964749517	AKNA	AT-hook transcription factor
ILMN_1790741	0.7934	0.66026181	-0.444859	-59.355.769	-0.0607655	297139718	RNF126	ring finger protein 126
ILMN_2402936	0.7934	0.66036389	-0.444716	-59.356.389	-0.0710885	66472905	H3F3AP4	H3 histone, family 3A, pseudogene 4
ILMN_1771689	0.7934	0.66041991	0.444638	-59.356.729	0.1025465	301129153	EXD2	exonuclease 3'-5' domain containing 2
ILMN_1814787	0.7934	0.66049124	-0.444538	-59.357.161	-0.0802719	NA		
ILMN_1661424	0.7935	0.66062105	-0.444356	-59.357.949	-0.0861001	960513883	THAP6	THAP domain containing 6
ILMN_2190414	0.7936	0.66078625	0.444124	-5.935.895	0.1296785	157738650	ZNF83	zinc finger protein 83
ILMN_2399392	0.7936	0.66087341	0.444002	-59.359.479	0.091458	83641895	SIL1	SIL1 nucleotide exchange factor
ILMN_1701558	0.7937	0.66103683	-0.443773	-59.360.468	-0.0988448	95147554	MAP1A	microtubule associated protein 1A
ILMN_1698252	0.7937	0.66111417	0.443664	-59.360.937	0.0937197	1022943168	FANCB	Fanconi anemia complementation group B
ILMN_1704704	0.7942	0.66154149	0.443065	-59.363.521	0.1634483	NA		
ILMN_1710170	0.7942	0.6617101	0.442829	-5.936.454	0.33496	523498717	PLPP2	phospholipid phosphatase 2
ILMN_2191067	0.7942	0.66174998	0.442773	-59.364.781	0.101066	63985944	DUX3	double homeobox 3
ILMN_1735301	0.7942	0.66185443	0.442627	-59.365.411	0.2209708	25777597	DGKD	diacylglycerol kinase delta
ILMN_2402629	0.7942	0.6618668	-0.442609	-59.365.486	-0.1407133	568815598	METTL9	methyltransferase like 9
ILMN_1659564	0.7944	0.66210675	0.442273	-59.366.934	0.0539753	60218911	SEC61A1	Sec61 translocon alpha 1 subunit
ILMN_1758674	0.7944	0.6622168	0.442119	-59.367.597	0.0594583	568815618	EMC6	ER membrane protein complex subunit 6
ILMN_1661945	0.7944	0.66222257	0.442111	-59.367.632	0.0839014	392583863	SLIRP	SRA stem-loop interacting RNA binding protein
ILMN_1800164	0.7945	0.66252164	0.441692	-59.369.434	0.0587851	351542243	PPFIA1	PTPRF interacting protein alpha 1
ILMN_2205162	0.7945	0.66252208	0.441691	-59.369.437	0.0957221	1001624539	ZNF699	zinc finger protein 699
ILMN_1652163	0.7945	0.66252254	-0.441691	-59.369.439	-0.10028	48762939	DVL2	dishevelled segment polarity protein 2
ILMN_1736015	0.7945	0.66260955	-0.441569	-59.369.963	-0.0539644	566006162	JADE1	jade family PHD finger 1
ILMN_1723007	0.7946	0.66278855	0.441318	-5.937.104	0.0561706	196259801	ZCCHC9	zinc finger CCHC-type containing 9
ILMN_1725896	0.7953	0.66343763	0.44041	-5.937.494	0.1055727	219521829	AMIGO2	adhesion molecule with Ig like domain 2
ILMN_1777906	0.7955	0.6636685	-0.440086	-59.376.325	-0.0665757	556503437	MAP7D1	MAP7 domain containing 1
ILMN_1719986	0.7956	0.66391349	-0.439744	-59.377.793	-0.0891825	209571505	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
ILMN_1722158	0.7956	0.66396816	-0.439667	-59.378.121	-0.1140769	209870068	CASP5	caspase 5
ILMN_1764986	0.7956	0.66399888	0.439624	-59.378.305	0.1152312	28872748	HIST3H2BB	histone cluster 3, H2bb
ILMN_2353358	0.7957	0.66414867	-0.439415	-59.379.201	-0.1065134	318068050	LGALS8	galectin 8
ILMN_1739622	0.7959	0.66436583	0.439111	-593.805	0.0804119	219842210	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
ILMN_2389935	0.7963	0.66476065	0.438558	-5.938.286	0.1000271	240849506	FYTTD1	forty-two-three domain containing 1
ILMN_1783743	0.7965	0.66508071	-0.438111	-59.384.769	-0.0523302	659066200	LOC399886	uncharacterized LOC399886
ILMN_1739876	0.7965	0.66508651	0.438103	-59.384.804	0.0599405	289547210	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
ILMN_1712705	0.7966	0.66522411	-0.43791	-59.385.624	-0.0679411	289547659	RAB40C	RAB40C, member RAS oncogene family
ILMN_1790692	0.7967	0.66537419	0.437701	-59.386.519	0.1818383	722829153	GNLY	granulysin
ILMN_2387990	0.7968	0.66553356	0.437478	-59.387.468	0.0865896	37577125	UBE2J2	ubiquitin conjugating enzyme E2 J2
ILMN_1756676	0.7968	0.66558794	0.437402	-59.387.791	0.0827971	558472793	PHF19	PHD finger protein 19
ILMN_1799516	0.7969	0.66576902	-0.437149	-59.388.869	-0.0481436	734703827	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
ILMN_1790951	0.7971	0.66600427	-0.43682	-59.390.268	-0.0563267	285404464	KXD1	KxDL motif containing 1
ILMN_1790625	0.7973	0.666209	0.436534	-59.391.484	0.1202921	325197147	CBX3	chromobox 3
ILMN_2083334	0.7978	0.66669183	0.435859	-59.394.349	0.0616778	NA		
ILMN_2259633	0.7978	0.6668079	-0.435697	-59.395.036	-0.0988397	91199541	KMT2E	lysine methyltransferase 2E
ILMN_1721349	0.7978	0.66688251	0.435593	-59.395.478	0.1061737	215983057	MAGT1	magnesium transporter 1
ILMN_1671494	0.7978	0.66698924	-0.435444	-5.939.611	-0.087203	148727246	USP5	ubiquitin specific peptidase 5
ILMN_1675365	0.7979	0.66711877	-0.435263	-59.396.877	-0.085372	283046700	LARP4	La ribonucleoprotein domain family member 4
ILMN_2153485	0.7979	0.66715324	-0.435215	-59.397.081	-0.121469	1001624587	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
ILMN_2192316	0.7984	0.66768977	0.434466	-59.400.253	0.120091	19913404	TOP1	topoisomerase (DNA) I
ILMN_1695847	0.799	0.66820719	0.433743	-59.403.305	0.109704	126091080	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
ILMN_1661695	0.7996	0.66879455	0.432924	-59.406.763	0.0993484	216547518	IRAK3	interleukin 1 receptor associated kinase 3
ILMN_1701482	0.7999	0.66909688	0.432502	-5.940.854	0.092261	116734661	POFUT2	protein O-fucosyltransferase 2
ILMN_1718718	0.7999	0.66918566	0.432378	-59.409.061	0.0512373	393290880	MKKS	McKusick-Kaufman syndrome
ILMN_1716435	0.8	0.66942589	-0.432043	-59.410.471	-0.1097644	557357708	ATF7IP	activating transcription factor 7 interacting protein
ILMN_1663113	0.8	0.66946574	-0.431988	-59.410.705	-0.0802622	296010883	TTLL12	tubulin tyrosine ligase like 12
ILMN_1680937	0.8	0.66955568	-0.431862	-59.411.232	-0.088117	21166388	HIST1H2BC	histone cluster 1, H2bc
ILMN_2226314	0.8	0.66963987	0.431745	-59.411.726	0.1073238	302129646	DBR1	debranching RNA lariats 1
ILMN_1796855	0.8	0.66966243	0.431713	-59.411.858	0.0666838	77695910	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1
ILMN_1656940	0.8005	0.67012278	0.431072	-59.414.554	0.1253283	666335600	ABLIM3	actin binding LIM protein family member 3
ILMN_2115752	0.8005	0.67018048	-0.430991	-59.414.892	-0.1448029	188219545	MEFV	Mediterranean fever
ILMN_1772329	0.8006	0.67035339	-0.43075	-59.415.903	-0.052951	544186049	LRRFIP2	LRR binding FLII interacting protein 2
ILMN_1660549	0.8008	0.67058628	0.430426	-59.417.263	0.144258	301069319	WLS	wntless Wnt ligand secretion mediator
ILMN_2133638	0.801	0.67090717	0.429979	-59.419.136	0.0538592	219555647	CTDNEP1	CTD nuclear envelope phosphatase 1
ILMN_1674985	0.801	0.6710307	-0.429806	-59.419.857	-0.1701714	209977050	TMEM51	transmembrane protein 51
ILMN_1728305	0.801	0.67103233	-0.429804	-59.419.866	-0.0643121	544583545	PUM2	pumilio RNA binding family member 2
ILMN_1737084	0.8012	0.67124337	0.42951	-59.421.096	0.045058	39725959	TXLNA	taxilin alpha
ILMN_1654422	0.8013	0.67138487	-0.429313	-59.421.921	-0.2550152	507588246	ACTN2	actinin alpha 2
ILMN_1721978	0.8014	0.67151244	0.429135	-59.422.663	0.0650284	532164724	CARD11	caspase recruitment domain family member 11
ILMN_1809607	0.8017	0.67187211	0.428635	-59.424.755	0.166681	45439321	PPIF	peptidylprolyl isomerase F
ILMN_1696021	0.8018	0.67201141	-0.428441	-59.425.565	-0.0699303	118582282	KPNA6	karyopherin subunit alpha 6
ILMN_1744138	0.802	0.67229794	-0.428042	-59.427.228	-0.0502312	961441406	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
ILMN_1697268	0.802	0.67230563	-0.428031	-59.427.273	-0.0641525	60498977	EMILIN2	elastin microfibril interfacer 2
ILMN_1721225	0.802	0.6724423	-0.427841	-59.428.066	-0.0474395	428977316	AAR2	AAR2 splicing factor homolog
ILMN_1719518	0.802	0.67250589	0.427752	-59.428.434	0.0478094	187608297	ARF4	ADP ribosylation factor 4
ILMN_2118864	0.802	0.67258588	0.427641	-59.428.898	0.0557393	207442673	RAB1A	RAB1A, member RAS oncogene family
ILMN_2103397	0.8022	0.67279757	0.427346	-59.430.124	0.0728541	221307569	ZNF234	zinc finger protein 234
ILMN_1802380	0.8022	0.67286562	-0.427252	-59.430.519	-0.0472418	112382215	RERE	arginine-glutamic acid dipeptide repeats
ILMN_1712887	0.8025	0.6732144	-0.426766	-59.432.537	-0.0387959	541862383	SLC10A3	solute carrier family 10 member 3
ILMN_2312149	0.8026	0.67333574	-0.426598	-59.433.238	-0.0496706	156547244	ZNF160	zinc finger protein 160
ILMN_1711566	0.8026	0.67343211	-0.426463	-59.433.795	-0.0640561	73858576	TIMP1	TIMP metallopeptidase inhibitor 1
ILMN_1673604	0.8026	0.6734812	0.426395	-59.434.079	0.0611117	295849277	YIPF3	Yip1 domain family member 3
ILMN_1730658	0.8028	0.67376435	-0.426001	-59.435.713	-0.0596038	116812574	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
ILMN_1756220	0.8035	0.67444187	-0.425059	-59.439.618	-0.0523279	38327633	DDX18	DEAD-box helicase 18
ILMN_1792860	0.8035	0.67449107	-0.424991	-59.439.901	-0.0721058	525313594	MED22	mediator complex subunit 22
ILMN_1667034	0.8037	0.67474452	0.424639	-59.441.358	0.0820721	1015576785	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
ILMN_1777794	0.8037	0.67474508	0.424638	-59.441.362	0.0393389	574279850	PRKCSH	protein kinase C substrate 80K-H
ILMN_1692651	0.8038	0.6749737	0.42432	-59.442.675	0.0532816	527498280	PHB	prohibitin
ILMN_1802628	0.804	0.67515235	0.424072	-59.443.701	0.072934	392583883	PLPP6	phospholipid phosphatase 6
ILMN_1725244	0.8047	0.67585296	0.423098	-59.447.717	0.0579175	241666465	HAT1	histone acetyltransferase 1
ILMN_2127605	0.8051	0.67623021	-0.422574	-59.449.875	-0.0945268	221136903	LRP3	LDL receptor related protein 3
ILMN_1801307	0.8053	0.67646948	-0.422242	-59.451.242	-0.0806381	300193030	TNFSF10	tumor necrosis factor superfamily member 10
ILMN_1810856	0.8055	0.6767302	0.42188	-5.945.273	0.1541127	62750348	HDAC5	histone deacetylase 5
ILMN_2380946	0.8055	0.67685115	0.421712	-5.945.342	0.0442677	111494227	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
ILMN_1748150	0.8055	0.67685656	0.421705	-59.453.451	0.2112695	748983314	SAMD7	sterile alpha motif domain containing 7
ILMN_2215862	0.8055	0.67696005	0.421561	-59.454.041	0.1046869	219689094	SLFN13	schlafen family member 13
ILMN_2401641	0.806	0.67741314	-0.420932	-59.456.621	-0.0628154	73466519	ALDH3A2	aldehyde dehydrogenase 3 family member A2
ILMN_1770084	0.806	0.677561	0.420727	-59.457.462	0.0532608	170763516	TACC1	transforming acidic coiled-coil containing protein 1
ILMN_1700690	0.806	0.67756659	0.420719	-59.457.494	0.0938706	118200348	VAT1	vesicle amine transport 1
ILMN_2110281	0.806	0.67764124	0.420616	-59.457.918	0.0462224	156415999	UFC1	ubiquitin-fold modifier conjugating enzyme 1
ILMN_2189870	0.8061	0.67784304	-0.420336	-59.459.065	-0.0889762	74229022	FCF1	FCF1 rRNA-processing protein
ILMN_2234970	0.8061	0.67797118	-0.420158	-59.459.793	-0.0583219	47080101	SLC39A3	solute carrier family 39 member 3
ILMN_1715625	0.8061	0.67810566	0.419972	-59.460.556	0.0868402	1018191557	SLX4IP	SLX4 interacting protein
ILMN_2181968	0.8061	0.67812551	-0.419944	-59.460.669	-0.1151754	379317151	CBL	Cbl proto-oncogene
ILMN_1651268	0.8061	0.67812982	0.419938	-59.460.693	0.0921828	663429598	BORCS5	BLOC-1 related complex subunit 5
ILMN_2124155	0.8061	0.67822028	-0.419813	-59.461.206	-0.0733758	393290854	ATP11B	ATPase phospholipid transporting 11B (putative)
ILMN_1680239	0.8065	0.67861059	0.419271	-59.463.419	0.0462936	351722337	NUDT9	nudix hydrolase 9
ILMN_2294274	0.8068	0.67887753	0.418901	-5.946.493	0.0892384	371122032	S100PBP	S100P binding protein
ILMN_1744959	0.807	0.67919045	0.418467	-59.466.699	0.1177597	974005233	NFX1	nuclear transcription factor, X-box binding 1
ILMN_1700955	0.8071	0.67939684	-0.418181	-59.467.865	-0.05974	325974481	TCTEX1D2	Tctex1 domain containing 2
ILMN_1701854	0.8071	0.67939863	-0.418179	-59.467.875	-0.0701294	187608565	GNG5	G protein subunit gamma 5
ILMN_2414568	0.8072	0.67960887	0.417887	-59.469.062	0.1369511	91208414	MEOX1	mesenchyme homeobox 1
ILMN_2344047	0.8072	0.67969651	-0.417766	-59.469.556	-0.0532144	194328795	ZNF398	zinc finger protein 398
ILMN_1744949	0.8072	0.67983118	0.417579	-59.470.315	0.1086324	115430107	RHOBTB3	Rho related BTB domain containing 3
ILMN_1738468	0.8072	0.67983309	-0.417577	-59.470.326	-0.1302291	17025233	KEL	Kell blood group, metallo-endopeptidase
ILMN_1757415	0.8072	0.67984655	-0.417558	-59.470.402	-0.1781447	282396087	COA7	cytochrome c oxidase assembly factor 7 (putative)
ILMN_1728349	0.8074	0.68005267	-0.417272	-59.471.563	-0.1314949	974005166	TMEM63B	transmembrane protein 63B
ILMN_1801118	0.8075	0.68021698	-0.417045	-59.472.489	-0.0660128	164565439	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25
ILMN_2400759	0.8076	0.680437	-0.41674	-59.473.726	-0.0677903	83641873	CPVL	carboxypeptidase, vitellogenic like
ILMN_1815519	0.8076	0.68047842	0.416683	-59.473.959	0.1538126	156671214	EPN2	epsin 2
ILMN_1804789	0.8079	0.68075615	0.416298	-5.947.552	0.0664393	299829244	CCAR2	cell cycle and apoptosis regulator 2
ILMN_1664956	0.808	0.68096064	-0.416015	-59.476.668	-0.0366348	46370096	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
ILMN_2391333	0.808	0.68100212	0.415957	-59.476.901	0.0492363	145301634	CYP20A1	cytochrome P450 family 20 subfamily A member 1
ILMN_1756862	0.808	0.68108005	0.415849	-59.477.338	0.0830049	22035641	APOL3	apolipoprotein L3
ILMN_2326509	0.8085	0.68155772	-0.415188	-59.480.016	-0.0588438	380254454	CASP1	caspase 1
ILMN_2108823	0.8086	0.68177381	0.414889	-59.481.225	0.1097618	4503832	FZD7	frizzled class receptor 7
ILMN_1733256	0.8087	0.68188602	0.414734	-59.481.853	0.0383437	156631004	PSMD8	proteasome 26S subunit, non-ATPase 8
ILMN_1761961	0.8089	0.68217195	0.414338	-59.483.451	0.0899289	NA		
ILMN_1665212	0.8089	0.68219598	0.414305	-59.483.585	0.0610651	356461041	EDC4	enhancer of mRNA decapping 4
ILMN_2102960	0.8091	0.68249242	-0.413895	-5.948.524	-0.0759378	557357672	FAM214A	family with sequence similarity 214 member A
ILMN_1661646	0.8091	0.68253235	0.413839	-59.485.463	0.1005319	260763959	BANK1	B-cell scaffold protein with ankyrin repeats 1
ILMN_2157435	0.8091	0.68261048	-0.413731	-59.485.898	-0.0697074	528524490	DYNLRB1	dynein light chain roadblock-type 1
ILMN_1684184	0.8093	0.68292243	-0.4133	-59.487.637	-0.1022514	153281168	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
ILMN_1674560	0.8093	0.68300234	-0.413189	-59.488.082	-0.0472783	27413907	GBA2	glucosylceramidase beta 2
ILMN_1761912	0.8093	0.68301136	0.413177	-59.488.132	0.0461881	167857777	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
ILMN_1775743	0.8094	0.68317962	-0.412944	-59.489.069	-0.0573936	209447059	BTG1	BTG anti-proliferation factor 1
ILMN_1745368	0.8096	0.68337133	-0.412679	-59.490.135	-0.0725716	324072791	TMEM50A	transmembrane protein 50A
ILMN_2085862	0.8097	0.68364084	0.412306	-59.491.633	0.0475178	226371631	SLC15A3	solute carrier family 15 member 3
ILMN_1775522	0.8097	0.68364256	-0.412304	-59.491.642	-0.0556346	52632380	MAGED1	MAGE family member D1
ILMN_1684349	0.8097	0.68374239	-0.412166	-59.492.197	-0.0916643	390979670	IL2RB	interleukin 2 receptor subunit beta
ILMN_1674759	0.81	0.68400638	0.411801	-59.493.662	0.0496688	87116680	LPCAT4	lysophosphatidylcholine acyltransferase 4
ILMN_1804988	0.8101	0.68425257	0.411461	-59.495.027	0.0484007	73747827	MOAP1	modulator of apoptosis 1
ILMN_1667577	0.8101	0.68426981	0.411437	-59.495.122	0.0774807	313747595	LCMT2	leucine carboxyl methyltransferase 2
ILMN_1753002	0.8102	0.68445395	-0.411182	-59.496.142	-0.1181581	254281336	RAB2B	RAB2B, member RAS oncogene family
ILMN_1703279	0.8102	0.68448891	0.411134	-59.496.336	0.0687631	193804922	CXorf57	chromosome X open reading frame 57
ILMN_2414014	0.8107	0.68495465	-0.410491	-59.498.912	-0.0417762	325120980	RBM10	RNA binding motif protein 10
ILMN_2322972	0.811	0.68534667	0.409949	-59.501.076	0.0863645	291621665	ZFYVE27	zinc finger FYVE-type containing 27
ILMN_2347298	0.811	0.68541562	0.409854	-59.501.457	0.1324798	259906401	TSPYL2	TSPY like 2
ILMN_1771832	0.8112	0.68566866	-0.409504	-59.502.852	-0.0540841	NA		
ILMN_1729019	0.8112	0.6856715	-0.4095	-59.502.867	-0.0667051	339639595	Sep-07	septin 7
ILMN_1762897	0.8114	0.68594413	0.409124	-59.504.369	0.146848	148230774	ADGRF3	adhesion G protein-coupled receptor F3
ILMN_1759743	0.8117	0.68636745	-0.40854	-59.506.697	-0.0961092	568815677	SLC38A10	solute carrier family 38 member 10
ILMN_2261076	0.8117	0.68638122	-0.408521	-59.506.773	-0.0638293	215422373	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
ILMN_1687958	0.8117	0.68643256	-0.40845	-59.507.055	-0.1018339	300796949	SLC25A22	solute carrier family 25 member 22
ILMN_1730416	0.812	0.68674139	0.408024	-59.508.751	0.1164593	300863084	CYCS	cytochrome c, somatic
ILMN_1711608	0.8122	0.68698975	0.407681	-59.510.113	0.0702408	376319225	SSBP2	single stranded DNA binding protein 2
ILMN_1741957	0.8124	0.68719324	0.4074	-59.511.228	0.0548574	292658841	RABEPK	Rab9 effector protein with kelch motifs
ILMN_2278850	0.813	0.68781348	0.406544	-59.514.621	0.0850518	565324199	RAB24	RAB24, member RAS oncogene family
ILMN_1719985	0.813	0.6878455	-0.4065	-59.514.796	-0.0564344	105554405	FEM1A	fem-1 homolog A
ILMN_1772527	0.813	0.68798797	-0.406304	-59.515.575	-0.063508	149158712	ATG101	autophagy related 101
ILMN_2096604	0.813	0.68806101	-0.406203	-59.515.973	-0.062522	134254427	FAM192A	family with sequence similarity 192 member A
ILMN_1651228	0.813	0.68814644	0.406085	-5.951.644	0.1065106	71565158	RPS28	ribosomal protein S28
ILMN_1789505	0.813	0.68819201	-0.406022	-59.516.688	-0.0900387	269954691	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
ILMN_2406410	0.813	0.68824705	-0.405947	-59.516.989	-0.0715913	94818789	RHBDD2	rhomboid domain containing 2
ILMN_1660368	0.813	0.68838323	0.405759	-59.517.731	0.0497202	347360920	TRRAP	transformation/transcription domain associated protein
ILMN_1761945	0.813	0.68854111	-0.405541	-59.518.592	-0.1464061	208431708	FGFBP2	fibroblast growth factor binding protein 2
ILMN_1751656	0.813	0.68859492	-0.405467	-59.518.885	-0.063824	40548370	KLF11	Kruppel like factor 11
ILMN_1668996	0.813	0.68869018	-0.405336	-59.519.404	-0.0503678	28872801	C1QBP	complement C1q binding protein
ILMN_1774844	0.813	0.68882217	0.405154	-59.520.123	0.1124645	341865588	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
ILMN_1786426	0.813	0.68883427	-0.405137	-59.520.188	-0.1152507	142378920	IGFLR1	IGF like family receptor 1
ILMN_1811489	0.813	0.68884901	-0.405117	-59.520.269	-0.0383638	75709206	OXSR1	oxidative stress responsive 1
ILMN_1796762	0.813	0.68893668	0.404996	-59.520.746	0.0671789	226495416	CCDC102A	coiled-coil domain containing 102A
ILMN_1662243	0.813	0.68899837	0.404911	-59.521.081	0.0499088	392050742	ING1	inhibitor of growth family member 1
ILMN_2127416	0.813	0.68904759	-0.404843	-59.521.349	-0.1321981	305410787	GSR	glutathione-disulfide reductase
ILMN_1706959	0.813	0.68906257	-0.404822	-5.952.143	-0.0618478	56606060	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)
ILMN_2392818	0.813	0.68910045	0.40477	-59.521.636	0.0906507	62739180	RTKN	rhotekin
ILMN_2313782	0.813	0.68927628	-0.404528	-59.522.592	-0.0785669	1007892877	ATG4A	autophagy related 4A cysteine peptidase
ILMN_1715324	0.813	0.68929894	-0.404497	-59.522.715	-0.0623796	395394023	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
ILMN_2389114	0.8133	0.68966435	0.403993	-59.524.699	0.1383369	566559905	FIGNL1	fidgetin like 1
ILMN_1803110	0.8133	0.68970445	0.403938	-59.524.916	0.0557636	225579068	SF3B3	splicing factor 3b subunit 3
