ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1651429	0.181	0.05010094	2.058.908	-41.201.886	0.5563729	46370092	SELM	selenoprotein M
ILMN_1788759	0.181	0.05012655	205.866	-41.206.132	0.6001404	408684414	DSCAM	DS cell adhesion molecule
ILMN_1701731	0.181	0.05014578	-2.058.473	-41.209.318	-0.3554407	24497579	AKR1B1	aldo-keto reductase family 1 member B
ILMN_1671621	0.181	0.0501824	2.058.119	-41.215.384	0.2557537	226530907	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
ILMN_1762312	0.181	0.05018497	2.058.094	-4.121.581	0.2689333	315113912	FOXRED1	FAD dependent oxidoreductase domain containing 1
ILMN_1766551	0.181	0.05019137	-2.058.032	-41.216.869	-0.6283707	948549895	CPA3	carboxypeptidase A3
ILMN_1765204	0.1811	0.05023742	2.057.586	-4.122.449	0.3529608	515869325	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
ILMN_1791306	0.1811	0.05026278	2.057.341	-41.228.682	0.2769981	379317010	IDNK	IDNK, gluconokinase
ILMN_1672080	0.1811	0.05028673	2.057.109	-4.123.264	0.681491	46411186	NR2F6	nuclear receptor subfamily 2 group F member 6
ILMN_1763091	0.1811	0.05029499	205.703	-41.234.003	0.262447	112807224	ELMSAN1	ELM2 and Myb/SANT domain containing 1
ILMN_1761721	0.1811	0.0502967	2.057.013	-41.234.286	0.3475378	1018443321	VPS35	VPS35 retromer complex component
ILMN_1656807	0.1812	0.05033344	2.056.658	-41.240.353	0.3374149	78190461	RPL27	ribosomal protein L27
ILMN_1666902	0.1812	0.05035809	205.642	-41.244.419	0.3473946	972776157	ADGRG5	adhesion G protein-coupled receptor G5
ILMN_2370772	0.1814	0.05041647	-2.055.857	-41.254.044	-0.4364298	302699243	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
ILMN_2362902	0.1814	0.05043021	-2.055.724	-41.256.308	-0.2298075	618857471	RASSF5	Ras association domain family member 5
ILMN_1791593	0.1814	0.05044662	2.055.566	-4.125.901	0.6992981	122891861	DENND5B	DENN domain containing 5B
ILMN_1753712	0.1814	0.05048055	-2.055.239	-41.264.596	-0.3510303	410110898	STX10	syntaxin 10
ILMN_1687279	0.1815	0.05053058	-2.054.758	-41.272.824	-0.5508867	333033795	DHPS	deoxyhypusine synthase
ILMN_2383807	0.1816	0.05055841	205.449	-41.277.397	0.6720039	297747272	CALB2	calbindin 2
ILMN_2391861	0.1816	0.05058786	2.054.207	-41.282.233	0.7515761	215276995	GSTM1	glutathione S-transferase mu 1
ILMN_1696187	0.1816	0.05059338	-2.054.154	-41.283.139	-0.4025914	255653000	PYGL	phosphorylase, glycogen, liver
ILMN_1766195	0.1817	0.05063562	2.053.748	-4.129.007	10.016.292	748585181	ZNF558	zinc finger protein 558
ILMN_1798620	0.1817	0.05064286	-2.053.678	-41.291.257	-0.3399704	226503894	PQLC1	PQ loop repeat containing 1
ILMN_1789171	0.1818	0.0507118	2.053.017	-41.302.554	0.4067229	89903005	EEF2K	eukaryotic elongation factor 2 kinase
ILMN_1701413	0.1819	0.05074898	-205.266	-41.308.641	-0.2788771	342307086	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
ILMN_1812327	0.1821	0.05083482	-2.051.838	-41.322.674	-0.6172785	525459424	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
ILMN_1714278	0.1821	0.05083927	-2.051.795	-413.234	-0.2939142	311771723	MSANTD3	Myb/SANT DNA binding domain containing 3
ILMN_1811955	0.1822	0.05087179	2.051.484	-41.328.709	0.2908757	545478994	PRMT5	protein arginine methyltransferase 5
ILMN_2373779	0.1822	0.05089542	-2.051.258	-41.332.566	-0.3147116	40805828	COPS8	COP9 signalosome subunit 8
ILMN_2077758	0.1824	0.05097757	2.050.473	-41.345.956	0.4193563	100815974	CTDSPL2	CTD small phosphatase like 2
ILMN_1764361	0.1825	0.05101108	-2.050.153	-4.135.141	-0.3064915	295849296	DUSP16	dual specificity phosphatase 16
ILMN_2187533	0.1827	0.05109097	2.049.391	-41.364.402	0.3737379	345110611	CSRNP2	cysteine and serine rich nuclear protein 2
ILMN_1763409	0.1828	0.05112371	-2.049.079	-41.369.719	-13.116.634	197333704	LRRC8D	leucine rich repeat containing 8 family member D
ILMN_1652677	0.1828	0.05115888	2.048.744	-41.375.428	0.6579539	211938455	FAM89A	family with sequence similarity 89 member A
ILMN_2378708	0.1828	0.05117181	-2.048.621	-41.377.525	-0.9102153	298676521	TAF6	TATA-box binding protein associated factor 6
ILMN_1692511	0.1828	0.05120242	204.833	-41.382.489	0.386695	219802779	TMEM106C	transmembrane protein 106C
ILMN_2094905	0.1828	0.05120849	-2.048.272	-41.383.473	-0.7379764	809281398	COMMD10	COMM domain containing 10
ILMN_2087575	0.1828	0.05124413	2.047.934	-41.389.247	0.2436114	126723059	ZC3H4	zinc finger CCCH-type containing 4
ILMN_1724181	0.1828	0.05124935	2.047.884	-41.390.092	0.3752294	NA		
ILMN_2205032	0.1828	0.05126835	2.047.704	-41.393.168	0.5840598	291045210	MAGEE1	MAGE family member E1
ILMN_2394381	0.1828	0.05127419	2.047.648	-41.394.113	0.2650798	109698602	CLN3	CLN3, battenin
ILMN_1704870	0.1828	0.05130906	-2.047.317	-41.399.756	-0.6482194	291490703	PGLYRP1	peptidoglycan recognition protein 1
ILMN_2119421	0.1828	0.05131191	204.729	-41.400.217	0.4152666	NA		
ILMN_1765326	0.1828	0.05132179	2.047.196	-41.401.816	0.5921564	25777597	DGKD	diacylglycerol kinase delta
ILMN_1690979	0.1829	0.05134815	-2.046.946	-41.406.077	-10.893.707	148728190	SLC17A3	solute carrier family 17 member 3
ILMN_1789510	0.1829	0.05141408	-2.046.321	-41.416.724	-0.9021409	110225356	STIP1	stress induced phosphoprotein 1
ILMN_1779886	0.1829	0.05142482	-2.046.219	-41.418.458	-0.3384348	164565365	TBC1D14	TBC1 domain family member 14
ILMN_1811692	0.1829	0.05142535	2.046.214	-41.418.543	11.632.956	194097364	FTSJ3	FtsJ homolog 3
ILMN_1684074	0.1829	0.05143078	2.046.163	-41.419.419	0.8933601	296040488	NUP98	nucleoporin 98
ILMN_2123119	0.183	0.05146835	2.045.807	-41.425.478	0.307456	199560897	MFSD8	major facilitator superfamily domain containing 8
ILMN_1784203	0.183	0.05149372	-2.045.567	-41.429.567	-0.9058453	17999523	ACRBP	acrosin binding protein
ILMN_1663538	0.1831	0.05152959	2.045.227	-41.435.345	0.3712474	557948030	CLYBL	citrate lyase beta like
ILMN_1656656	0.1834	0.05162625	2.044.314	-41.450.894	0.3280335	110349770	COX19	COX19, cytochrome c oxidase assembly factor
ILMN_1769092	0.1836	0.05170764	-2.043.546	-41.463.963	-0.3467307	754502042	EVA1B	eva-1 homolog B
ILMN_1783566	0.1837	0.05178932	2.042.776	-41.477.057	11.615.737	75677362	LMAN1L	lectin, mannose binding 1 like
ILMN_2153061	0.1837	0.05179384	-2.042.734	-4.147.778	-0.8485454	262263324	FGF20	fibroblast growth factor 20
ILMN_1679995	0.1837	0.05181471	-2.042.537	-41.481.122	-0.5748849	733215687	MPP6	membrane palmitoylated protein 6
ILMN_1740737	0.1837	0.05182838	-2.042.409	-4.148.331	-0.8306969	732170460	DCPS	decapping enzyme, scavenger
ILMN_1695157	0.1837	0.05183484	-2.042.348	-41.484.343	-0.5939832	1040975001	CA4	carbonic anhydrase 4
ILMN_1748352	0.1837	0.05183677	204.233	-41.484.653	0.6304534	320118899	CTSV	cathepsin V
ILMN_2338963	0.1837	0.05185393	2.042.168	-41.487.397	0.5735338	NA		
ILMN_2154157	0.1838	0.05188079	-2.041.916	-41.491.694	-0.5735534	266454431	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
ILMN_1756779	0.1838	0.05191925	-2.041.554	-41.497.839	-0.50236	115527063	CLTC	clathrin heavy chain
ILMN_2251978	0.1838	0.0519226	2.041.523	-41.498.374	0.3726488	125661046	PAXBP1	PAX3 and PAX7 binding protein 1
ILMN_1747556	0.1838	0.051932	-2.041.435	-41.499.875	-0.3577394	161016771	CDK9	cyclin dependent kinase 9
ILMN_1720484	0.1838	0.05197886	2.040.995	-41.507.355	0.4367099	178557737	CRTAP	cartilage associated protein
ILMN_1770127	0.1838	0.05199516	2.040.842	-41.509.957	0.2233173	156142193	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
ILMN_1740010	0.1838	0.05200569	-2.040.743	-41.511.636	-0.3008823	126723563	PCNX1	pecanex homolog 1 (Drosophila)
ILMN_1735548	0.1838	0.05201496	-2.040.656	-41.513.114	-0.5468731	613410169	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
ILMN_1708164	0.1842	0.0521395	2.039.489	-41.532.944	0.311467	83367067	EIF3A	eukaryotic translation initiation factor 3 subunit A
ILMN_1748907	0.1844	0.05221522	2.038.781	-41.544.977	0.6637263	145580579	UBQLNL	ubiquilin-like
ILMN_1660079	0.1849	0.05236786	-2.037.356	-41.569.178	-0.1981896	42718018	RNF44	ring finger protein 44
ILMN_2194627	0.1849	0.05239256	-2.037.126	-41.573.088	-0.4348884	999809117	GMCL1	germ cell-less, spermatogenesis associated 1
ILMN_2062754	0.185	0.05242896	-2.036.787	-41.578.844	-0.2790288	359298505	SRA1	steroid receptor RNA activator 1
ILMN_2377459	0.1852	0.05250418	-2.036.087	-41.590.729	-0.3005972	335883181	CYTH2	cytohesin 2
ILMN_1758750	0.1853	0.05253697	2.035.782	-41.595.904	0.3679243	134288910	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
ILMN_1718633	0.1853	0.0525762	2.035.417	-4.160.209	0.3931853	209447018	LRP5L	LDL receptor related protein 5 like
ILMN_2413508	0.1855	0.05263961	-2.034.828	-4.161.208	-11.527.572	336285465	ADGRE5	adhesion G protein-coupled receptor E5
ILMN_1811775	0.1855	0.05265619	-2.034.674	-41.614.691	-0.7654405	209969698	CCDC124	coiled-coil domain containing 124
ILMN_1769926	0.1855	0.05266583	2.034.585	-41.616.207	0.4211131	166362726	DBN1	drebrin 1
ILMN_1690706	0.1856	0.05271886	2.034.093	-41.624.548	0.1878165	300795278	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
ILMN_2252309	0.1857	0.05277215	20.336	-41.632.921	0.3037714	62420887	DPP7	dipeptidyl peptidase 7
ILMN_1765851	0.1857	0.05279113	-2.033.424	-416.359	-0.3958093	115387096	TRADD	TNFRSF1A associated via death domain
ILMN_1719219	0.1857	0.05279193	2.033.417	-41.636.025	0.3029159	1012443682	ZNF616	zinc finger protein 616
ILMN_1727315	0.1857	0.05280667	-203.328	-41.638.339	-0.4050619	55749788	DENND1A	DENN domain containing 1A
ILMN_1771003	0.1857	0.05284012	2.032.971	-41.643.585	0.5317518	261824034	HAUS4	HAUS augmin like complex subunit 4
ILMN_2237252	0.1858	0.05289598	-2.032.454	-41.652.341	-0.4917331	208431837	LY6H	lymphocyte antigen 6 complex, locus H
ILMN_1746788	0.1858	0.05291268	-20.323	-41.654.956	-0.4951706	157426895	TRIM10	tripartite motif containing 10
ILMN_1758642	0.1858	0.05291385	-2.032.289	-41.655.139	-0.3630582	NA		
ILMN_1755620	0.1858	0.05292276	-2.032.207	-41.656.535	-0.5350969	148727369	IER5L	immediate early response 5 like
ILMN_1670037	0.1858	0.05295875	2.031.875	-41.662.167	0.3895222	219879829	POLR2L	RNA polymerase II subunit L
ILMN_1803429	0.1858	0.05296033	203.186	-41.662.414	0.3033944	48255938	CD44	CD44 molecule (Indian blood group)
ILMN_1807807	0.1858	0.05297342	2.031.739	-41.664.461	0.3860657	154689645	SKA2	spindle and kinetochore associated complex subunit 2
ILMN_1687392	0.1859	0.05300573	2.031.441	-41.669.514	0.6302393	574957018	NRK	Nik related kinase
ILMN_1673944	0.1863	0.05314749	2.030.135	-41.691.638	0.2687716	51702243	MANBAL	mannosidase beta like
ILMN_1808584	0.1864	0.05318067	202.983	-41.696.809	0.3953195	918410271	COX20	COX20, cytochrome c oxidase assembly factor
ILMN_1693136	0.1864	0.0532062	-2.029.595	-41.700.783	-0.5216328	222080057	VTI1B	vesicle transport through interaction with t-SNAREs 1B
ILMN_1685781	0.1867	0.05331758	2.028.572	-41.718.105	0.3780768	110227845	GON7	GON7, KEOPS complex subunit homolog
ILMN_1798181	0.1867	0.05332112	202.854	-41.718.653	0.491653	NA		
ILMN_1789909	0.1867	0.0533657	2.028.131	-41.725.576	0.3744068	45597176	TBC1D9B	TBC1 domain family member 9B
ILMN_1810810	0.1867	0.05337712	-2.028.026	-41.727.347	-1.381.189	83367078	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
ILMN_2362982	0.1867	0.0533853	-2.027.951	-41.728.616	-0.5053946	118136292	ARID4B	AT-rich interaction domain 4B
ILMN_2409290	0.1869	0.05347001	-2.027.175	-41.741.747	-0.7614798	325053638	CCPG1	cell cycle progression 1
ILMN_1803483	0.1869	0.05347678	2.027.113	-41.742.795	0.2766225	324120941	KIAA2013	KIAA2013
ILMN_1685978	0.1871	0.05355895	-2.026.362	-41.755.507	-0.3524267	324072717	ATPIF1	ATPase inhibitory factor 1
ILMN_1730940	0.1874	0.05364041	2.025.618	-41.768.092	0.228152	338968868	KLHDC3	kelch domain containing 3
ILMN_1773073	0.1874	0.05367692	2.025.285	-41.773.724	0.3340639	83281448	PHYH	phytanoyl-CoA 2-hydroxylase
ILMN_1751692	0.1874	0.05368461	2.025.215	-41.774.911	0.2677692	115494999	ZNF17	zinc finger protein 17
ILMN_2359287	0.1875	0.05374799	2.024.637	-41.784.679	0.7222086	937834184	ITGA6	integrin subunit alpha 6
ILMN_1683178	0.1875	0.05376531	2.024.479	-41.787.346	0.3601886	223671934	JAK2	Janus kinase 2
ILMN_1684440	0.1875	0.05378342	-2.024.314	-41.790.133	-0.4040856	344217708	PXN	paxillin
ILMN_2376289	0.1875	0.05378759	-2.024.276	-41.790.775	-0.4944613	171906572	DBNL	drebrin like
ILMN_1704253	0.1875	0.05379647	2.024.195	-41.792.141	0.4608904	567757510	C6orf106	chromosome 6 open reading frame 106
ILMN_1718619	0.1875	0.05381211	2.024.053	-41.794.548	0.3364278	24497621	TRIM11	tripartite motif containing 11
ILMN_1737157	0.1875	0.05382329	-2.023.951	-41.796.268	-0.2524096	987996504	GRAMD1A	GRAM domain containing 1A
ILMN_1805842	0.1876	0.05388085	-2.023.428	-41.805.115	-0.4859427	228480203	FHL1	four and a half LIM domains 1
ILMN_1805330	0.1877	0.05391542	2.023.114	-41.810.424	0.3165896	8922853	KLHL26	kelch like family member 26
ILMN_2379788	0.1879	0.05400041	-2.022.342	-4.182.346	-0.2749645	194473734	HIF1A	hypoxia inducible factor 1 alpha subunit
ILMN_1659913	0.1881	0.05407337	202.168	-41.834.634	0.2949096	735661405	ISG20	interferon stimulated exonuclease gene 20
ILMN_1682332	0.1887	0.05426204	-2.019.973	-41.863.456	-1.177.747	375268687	GYPC	glycophorin C (Gerbich blood group)
ILMN_2096719	0.1887	0.05426477	-2.019.949	-41.863.872	-0.2614528	51896033	GRK5	G protein-coupled receptor kinase 5
ILMN_1774447	0.1887	0.05430045	2.019.626	-41.869.311	0.5036603	70906425	AMPD3	adenosine monophosphate deaminase 3
ILMN_1683927	0.1888	0.05435204	2.019.161	-41.877.168	0.2210487	148728187	ITGAE	integrin subunit alpha E
ILMN_1718988	0.1888	0.0543636	-2.019.057	-41.878.928	-0.2532761	211904132	DAZAP2	DAZ associated protein 2
ILMN_1716563	0.1888	0.05437368	-2.018.966	-41.880.462	-0.4812639	197100056	PRKCB	protein kinase C beta
ILMN_1726434	0.1888	0.05438136	-2.018.896	-41.881.629	-0.2982496	1021312287	UNC45A	unc-45 myosin chaperone A
ILMN_1683786	0.1888	0.05441093	201.863	-41.886.127	0.3170364	240849500	FYTTD1	forty-two-three domain containing 1
ILMN_2277676	0.1889	0.05444531	201.832	-41.891.353	0.2016306	260593722	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
ILMN_1711166	0.1891	0.05454117	-2.017.457	-41.905.905	-0.315671	224586776	WRAP73	WD repeat containing, antisense to TP73
ILMN_1811195	0.1891	0.05455709	2.017.314	-41.908.318	0.3121101	1016470359	ZNF211	zinc finger protein 211
ILMN_1802053	0.1891	0.05458717	-2.017.044	-41.912.878	-0.6293285	665821165	ZNF91	zinc finger protein 91
ILMN_1652787	0.1891	0.05458784	-2.017.038	-41.912.979	-0.3463673	45505138	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
ILMN_2233334	0.1891	0.05459545	2.016.969	-41.914.132	0.6488462	70608212	MYH16	myosin heavy chain 16 pseudogene
ILMN_1781996	0.1891	0.05461821	2.016.765	-41.917.579	0.3426854	285026433	NUDT16	nudix hydrolase 16
ILMN_2369580	0.1891	0.05465593	-2.016.426	-4.192.329	-0.418637	342837749	NPRL3	NPR3 like, GATOR1 complex subunit
ILMN_1687442	0.1891	0.05465989	-2.016.391	-41.923.888	-0.8844462	1023301015	TNIK	TRAF2 and NCK interacting kinase
ILMN_1754988	0.1894	0.05473831	-2.015.687	-41.935.746	-0.8116189	669174629	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
ILMN_1688041	0.1894	0.05476944	2.015.408	-41.940.448	0.5515761	663429535	TMEM53	transmembrane protein 53
ILMN_2389347	0.1895	0.05481443	-2.015.005	-41.947.237	-0.3911033	66528641	NR3C1	nuclear receptor subfamily 3 group C member 1
ILMN_2119224	0.1896	0.05485404	2.014.651	-41.953.212	0.2626555	325197180	KIFAP3	kinesin associated protein 3
ILMN_1704154	0.1897	0.05491676	201.409	-41.962.661	0.5472182	325120957	TNFRSF19	TNF receptor superfamily member 19
ILMN_1738251	0.1898	0.05495785	2.013.723	-41.968.844	0.7152237	595763546	DRD3	dopamine receptor D3
ILMN_1664511	0.1899	0.05501065	-2.013.251	-41.976.785	-0.7431901	215820615	NDC80	NDC80, kinetochore complex component
ILMN_2333107	0.1902	0.05509076	-2.012.537	-41.988.815	-1.164.285	39812026	AES	amino-terminal enhancer of split
ILMN_1655563	0.1902	0.05511022	-2.012.363	-41.991.735	-0.5168407	215422399	CTIF	cap binding complex dependent translation initiation factor
ILMN_1769550	0.1902	0.05515076	-2.012.002	-41.997.814	-0.6647494	145580599	SLFN5	schlafen family member 5
ILMN_2067709	0.1902	0.05516217	20.119	-41.999.525	0.2985651	210147473	TFB2M	transcription factor B2, mitochondrial
ILMN_2406656	0.1902	0.05516729	-2.011.855	-42.000.292	-0.3594844	50541957	GATA3	GATA binding protein 3
ILMN_2090004	0.1902	0.05520676	-2.011.504	-42.006.204	-0.9015025	22538419	AQP10	aquaporin 10
ILMN_1787127	0.1902	0.05522288	-201.136	-42.008.616	-0.3898301	548960615	SLC43A2	solute carrier family 43 member 2
ILMN_2278433	0.1902	0.05524138	2.011.196	-42.011.385	0.4279487	NA		
ILMN_2352580	0.1902	0.05524881	-201.113	-42.012.497	-0.8579438	156105672	MBD1	methyl-CpG binding domain protein 1
ILMN_1676088	0.1902	0.05526939	-2.010.947	-42.015.575	-0.4391746	301336159	MSRB3	methionine sulfoxide reductase B3
ILMN_1708382	0.1903	0.05531635	2.010.529	-42.022.596	0.3029242	89145414	ELP6	elongator acetyltransferase complex subunit 6
ILMN_2396571	0.1904	0.05533712	-2.010.345	-42.025.698	-0.43043	122937300	GPR108	G protein-coupled receptor 108
ILMN_1795949	0.1906	0.05543612	-2.009.467	-4.204.047	-0.6595302	319918853	CORO7	coronin 7
ILMN_1733807	0.1907	0.05547165	2.009.152	-42.045.765	0.9197914	56237026	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
ILMN_1668039	0.1907	0.05550435	-2.008.862	-42.050.636	-0.8032982	375268687	GYPC	glycophorin C (Gerbich blood group)
ILMN_1743677	0.1907	0.05553047	2.008.631	-42.054.523	0.3249374	74136882	HNRNPU	heterogeneous nuclear ribonucleoprotein U
ILMN_2377174	0.1907	0.05553796	-2.008.565	-42.055.638	-0.8314645	387849249	SYPL1	synaptophysin like 1
ILMN_2398274	0.1908	0.05557536	-2.008.234	-42.061.201	-0.9041095	313482805	PYCARD	PYD and CARD domain containing
ILMN_2052598	0.1909	0.05563164	-2.007.736	-42.069.564	-0.3604423	347446691	ARMC10	armadillo repeat containing 10
ILMN_1740441	0.1909	0.05564683	-2.007.602	-4.207.182	-0.7265504	284448548	CYB5R3	cytochrome b5 reductase 3
ILMN_2204726	0.191	0.05567878	200.732	-42.076.562	0.3232473	319803064	UBR5	ubiquitin protein ligase E3 component n-recognin 5
ILMN_1692575	0.191	0.05568681	2.007.249	-42.077.754	0.2520271	387157912	SFSWAP	splicing factor SWAP homolog
ILMN_1664798	0.191	0.05572402	200.692	-42.083.274	0.4123583	6912395	GRHPR	glyoxylate and hydroxypyruvate reductase
ILMN_2352590	0.191	0.05574114	-2.006.769	-42.085.811	-0.3918279	110347444	ZNF33A	zinc finger protein 33A
ILMN_1711109	0.191	0.05575605	2.006.638	-4.208.802	0.7353877	131888820	TOM1L2	target of myb1 like 2 membrane trafficking protein
ILMN_2389151	0.1911	0.05578542	-2.006.379	-4.209.237	-0.63886	48255965	UGP2	UDP-glucose pyrophosphorylase 2
ILMN_2043615	0.1911	0.05580195	2.006.233	-42.094.819	0.2409011	756761740	OXLD1	oxidoreductase like domain containing 1
ILMN_2359096	0.1913	0.05588958	-2.005.461	-42.107.781	-0.790878	815891164	SS18	SS18, nBAF chromatin remodeling complex subunit
ILMN_1770977	0.1914	0.05594044	-2.005.014	-42.115.295	-0.4616932	411147378	TMEM134	transmembrane protein 134
ILMN_1757910	0.1914	0.05595444	2.004.891	-42.117.362	0.7995878	733605939	HIP1R	huntingtin interacting protein 1 related
ILMN_1656111	0.1915	0.05599807	-2.004.507	-421.238	-0.3398425	38788242	MYLIP	myosin regulatory light chain interacting protein
ILMN_1748894	0.1916	0.05605016	200.405	-42.131.479	0.3932841	306518615	GTPBP3	GTP binding protein 3 (mitochondrial)
ILMN_1810441	0.1916	0.05605999	2.003.964	-42.132.928	0.7151599	351721355	TRIM3	tripartite motif containing 3
ILMN_1752755	0.1916	0.05608141	-2.003.776	-42.136.082	-0.5459633	1023301060	VWF	von Willebrand factor
ILMN_2402806	0.1916	0.05609916	-200.362	-42.138.696	-12.115.572	41872428	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein
ILMN_1759084	0.1917	0.05614039	2.003.258	-42.144.764	0.3773662	422398947	INTS8	integrator complex subunit 8
ILMN_2123415	0.1917	0.05615301	2.003.148	-4.214.662	0.7379834	50962825	BMP8B	bone morphogenetic protein 8b
ILMN_1764456	0.1917	0.05618215	-2.002.892	-42.150.904	-0.7385728	922960073	TECPR2	tectonin beta-propeller repeat containing 2
ILMN_1696654	0.1918	0.05623336	2.002.444	-42.158.427	0.498935	197276666	IFIT5	interferon induced protein with tetratricopeptide repeats 5
ILMN_1748650	0.192	0.05631679	2.001.714	-42.170.669	0.223832	633257784	MRPL45	mitochondrial ribosomal protein L45
ILMN_1751444	0.192	0.05634311	2.001.484	-42.174.527	0.8036068	402167319	NCAPG	non-SMC condensin I complex subunit G
ILMN_1798448	0.192	0.05635363	-2.001.392	-42.176.069	-0.3689244	262118208	IDS	iduronate 2-sulfatase
ILMN_1724138	0.192	0.05636338	2.001.307	-42.177.497	10.083.394	332205929	KAT5	lysine acetyltransferase 5
ILMN_1651872	0.1923	0.05645456	2.000.511	-42.190.842	0.3693514	198041771	UBIAD1	UbiA prenyltransferase domain containing 1
ILMN_1707336	0.1923	0.05647838	-2.000.303	-42.194.326	-13.382.699	311771643	ARPC4	actin related protein 2/3 complex subunit 4
ILMN_1693896	0.1923	0.05649424	-2.000.165	-42.196.644	-0.5298129	924183250	ATP8A2	ATPase phospholipid transporting 8A2
ILMN_1705247	0.1924	0.05654786	1.999.698	-42.204.475	0.2443836	42794757	ACSL5	acyl-CoA synthetase long-chain family member 5
ILMN_1797154	0.1925	0.05658609	1.999.365	-42.210.055	12.537.235	261862294	AZGP1	alpha-2-glycoprotein 1, zinc-binding
ILMN_1669377	0.1925	0.05659587	199.928	-4.221.148	0.2501583	815930061	AP4B1	adaptor related protein complex 4 beta 1 subunit
ILMN_1769390	0.1925	0.0566152	-1.999.112	-42.214.299	-0.5122351	269315864	ABHD15	abhydrolase domain containing 15
ILMN_1679133	0.1925	0.05664084	-1.998.888	-42.218.037	-0.2513426	401709928	SERPINB1	serpin family B member 1
ILMN_2358783	0.1925	0.0566527	1.998.785	-42.219.765	0.3152003	320202948	ASB3	ankyrin repeat and SOCS box containing 3
ILMN_2397954	0.1925	0.05666684	1.998.662	-42.221.824	0.3622473	729042216	PARP3	poly(ADP-ribose) polymerase family member 3
ILMN_1737514	0.1925	0.05669893	-1.998.383	-42.226.498	-0.6484935	74101435	KYNU	kynureninase
ILMN_1760509	0.1925	0.05671237	1.998.267	-42.228.454	0.4861509	499591689	EOMES	eomesodermin
ILMN_2381197	0.1925	0.05671928	-1.998.207	-42.229.459	-0.7073467	525459425	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
ILMN_1684663	0.1925	0.05677053	-1.997.762	-42.236.913	-0.3757333	291190775	ZDHHC13	zinc finger DHHC-type containing 13
ILMN_1750718	0.1925	0.05677146	-1.997.753	-42.237.049	-0.2765934	156766041	GIGYF2	GRB10 interacting GYF protein 2
ILMN_1700611	0.1925	0.05679444	1.997.554	-42.240.389	0.5193726	NA		
ILMN_1720542	0.1925	0.05680025	1.997.504	-42.241.233	0.3470179	47933390	POLR2I	RNA polymerase II subunit I
ILMN_1692938	0.1926	0.05686711	1.996.924	-42.250.942	0.413354	526479839	PSAT1	phosphoserine aminotransferase 1
ILMN_1673962	0.1926	0.0568677	1.996.919	-42.251.027	0.2909262	223468614	NUP205	nucleoporin 205
ILMN_1771622	0.1926	0.05687897	1.996.821	-42.252.663	0.6426217	166064002	CALY	calcyon neuron specific vesicular protein
ILMN_2242403	0.1928	0.05694906	-1.996.214	-42.262.825	-0.281456	371940932	DGUOK	deoxyguanosine kinase
ILMN_1765796	0.193	0.05701699	1.995.626	-42.272.662	0.4648945	16507966	ENO2	enolase 2
ILMN_1706758	0.1931	0.05708659	1.995.025	-42.282.728	0.42641	319019274	SEC24C	SEC24 homolog C, COPII coat complex component
ILMN_1746090	0.1931	0.05710043	-1.994.905	-42.284.727	-0.8397776	511630713	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
ILMN_1692864	0.1931	0.05714594	-1.994.512	-422.913	-10.272.414	374092019	PDLIM5	PDZ and LIM domain 5
ILMN_2117223	0.1931	0.05715367	1.994.446	-42.292.416	0.2660125	349732177	PTBP3	polypyrimidine tract binding protein 3
ILMN_1811450	0.1931	0.05715755	1.994.412	-42.292.977	12.888.565	332801084	FAM151B	family with sequence similarity 151 member B
ILMN_2137066	0.1931	0.05717411	1.994.269	-42.295.366	0.2993412	544346187	ZNF7	zinc finger protein 7
ILMN_1709334	0.1931	0.05718827	-1.994.147	-42.297.409	-0.6642466	573014758	TM9SF1	transmembrane 9 superfamily member 1
ILMN_1815690	0.1931	0.05720627	1.993.992	-42.300.006	0.8233928	358356426	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
ILMN_1813671	0.1931	0.05723053	-1.993.783	-42.303.503	-0.6285967	565324215	SLC25A1	solute carrier family 25 member 1
ILMN_2138435	0.1931	0.057236	-1.993.736	-42.304.292	-0.2821307	186928849	MRPS27	mitochondrial ribosomal protein S27
ILMN_2252021	0.1934	0.05734401	1.992.806	-42.319.843	0.4855565	207028820	RBM44	RNA binding motif protein 44
